model,id,event_id,episode_id,sid,window,condition,query_target_sid,candidate_only,target_identity,event_proximity,combined,event_proximity_probability,reference_admit
qwen3vl_8b,habit_cfx_0164,002888_01,002888,S7414,early,counterfactual,S8940,False,False,False,False,0.07117928918823074,False
qwen3vl_8b,habit_cfx_0165,002888_01,002888,S7414,ready,counterfactual,S6759,False,False,False,False,0.8850806330906826,False
qwen3vl_8b,habit_cfx_0166,002888_01,002888,S7414,ready,counterfactual,S7025,True,False,True,False,0.8850806330906826,False
qwen3vl_8b,habit_cfx_0167,002888_01,002888,S7414,ready,counterfactual,S7788,False,False,False,False,0.8850806330906826,False
qwen3vl_8b,habit_cfx_0168,002888_01,002888,S7414,ready,counterfactual,S8940,False,False,False,False,0.8850806330906826,False
qwen3vl_8b,habit_cfx_0169,002889_01,002889,S7414,early,counterfactual,S6759,False,False,False,False,0.09293049839995662,False
qwen3vl_8b,habit_cfx_0170,002889_01,002889,S7414,early,counterfactual,S7025,True,False,False,False,0.09293049839995662,False
qwen3vl_8b,habit_cfx_0171,002889_01,002889,S7414,early,counterfactual,S7788,False,False,False,False,0.09293049839995662,False
qwen3vl_8b,habit_cfx_0172,002889_01,002889,S7414,early,counterfactual,S8940,False,False,False,False,0.09293049839995662,False
qwen3vl_8b,habit_cfx_0173,002889_01,002889,S7414,ready,counterfactual,S6759,False,False,False,False,0.8769195361704208,False
qwen3vl_8b,habit_cfx_0174,002889_01,002889,S7414,ready,counterfactual,S7025,True,False,True,False,0.8769195361704208,False
qwen3vl_8b,habit_cfx_0175,002889_01,002889,S7414,ready,counterfactual,S7788,False,False,False,False,0.8769195361704208,False
qwen3vl_8b,habit_cfx_0176,002889_01,002889,S7414,ready,counterfactual,S8940,False,False,False,False,0.8769195361704208,False
qwen3vl_8b,habit_cfx_0177,002890_01,002890,S7414,early,counterfactual,S6759,False,False,False,False,0.06571778796290739,False
qwen3vl_8b,habit_cfx_0178,002890_01,002890,S7414,early,counterfactual,S7025,True,False,False,False,0.06571778796290739,False
qwen3vl_8b,habit_cfx_0179,002890_01,002890,S7414,early,counterfactual,S7788,False,False,False,False,0.06571778796290739,False
qwen3vl_8b,habit_cfx_0180,002890_01,002890,S7414,early,counterfactual,S8940,False,False,False,False,0.06571778796290739,False
qwen3vl_8b,habit_cfx_0181,002890_01,002890,S7414,ready,counterfactual,S6759,False,False,False,False,0.9338272611196587,False
qwen3vl_8b,habit_cfx_0182,002890_01,002890,S7414,ready,counterfactual,S7025,True,False,True,False,0.9338272611196587,False
qwen3vl_8b,habit_cfx_0183,002890_01,002890,S7414,ready,counterfactual,S7788,False,False,False,False,0.9338272611196587,False
qwen3vl_8b,habit_cfx_0184,002890_01,002890,S7414,ready,counterfactual,S8940,False,False,False,False,0.9338272611196587,False
qwen3vl_8b,habit_cfx_0185,002891_01,002891,S7414,early,counterfactual,S6759,False,False,False,False,0.08839160031579293,False
qwen3vl_8b,habit_cfx_0186,002891_01,002891,S7414,early,counterfactual,S7025,True,False,False,False,0.08839160031579293,False
qwen3vl_8b,habit_cfx_0187,002891_01,002891,S7414,early,counterfactual,S7788,False,False,False,False,0.08839160031579293,False
qwen3vl_8b,habit_cfx_0188,002891_01,002891,S7414,early,counterfactual,S8940,False,False,False,False,0.08839160031579293,False
qwen3vl_8b,habit_cfx_0189,002891_01,002891,S7414,ready,counterfactual,S6759,False,False,False,False,0.8697436915734554,False
qwen3vl_8b,habit_cfx_0190,002891_01,002891,S7414,ready,counterfactual,S7025,True,False,True,False,0.8697436915734554,False
qwen3vl_8b,habit_cfx_0191,002891_01,002891,S7414,ready,counterfactual,S7788,False,False,False,False,0.8697436915734554,False
qwen3vl_8b,habit_cfx_0192,002891_01,002891,S7414,ready,counterfactual,S8940,False,False,False,False,0.8697436915734554,False
qwen3vl_8b,habit_cfx_0193,002892_01,002892,S7414,early,counterfactual,S6759,False,False,False,False,0.06858834909109414,False
qwen3vl_8b,habit_cfx_0194,002892_01,002892,S7414,early,counterfactual,S7025,True,False,False,False,0.06858834909109414,False
qwen3vl_8b,habit_cfx_0195,002892_01,002892,S7414,early,counterfactual,S7788,False,False,False,False,0.06858834909109414,False
qwen3vl_8b,habit_cfx_0196,002892_01,002892,S7414,early,counterfactual,S8940,False,False,False,False,0.06858834909109414,False
qwen3vl_8b,habit_cfx_0197,002892_01,002892,S7414,ready,counterfactual,S6759,False,False,False,False,0.9158603303197418,False
qwen3vl_8b,habit_cfx_0198,002892_01,002892,S7414,ready,counterfactual,S7025,True,False,True,False,0.9158603303197418,False
qwen3vl_8b,habit_cfx_0199,002892_01,002892,S7414,ready,counterfactual,S7788,False,False,False,False,0.9158603303197418,False
qwen3vl_8b,habit_cfx_0200,002892_01,002892,S7414,ready,counterfactual,S8940,False,False,False,False,0.9158603303197418,False
qwen3vl_8b,habit_cfx_0201,002894_01,002894,S7414,early,counterfactual,S6759,False,False,False,False,0.11632166499284465,False
qwen3vl_8b,habit_cfx_0202,002894_01,002894,S7414,early,counterfactual,S7025,True,False,False,False,0.11632166499284465,False
qwen3vl_8b,habit_cfx_0203,002894_01,002894,S7414,early,counterfactual,S7788,False,False,False,False,0.11632166499284465,False
qwen3vl_8b,habit_cfx_0204,002894_01,002894,S7414,early,counterfactual,S8940,False,False,False,False,0.11632166499284465,False
qwen3vl_8b,habit_cfx_0205,002894_01,002894,S7414,ready,counterfactual,S6759,False,False,False,False,0.9439196781546667,False
qwen3vl_8b,habit_cfx_0206,002894_01,002894,S7414,ready,counterfactual,S7025,True,False,True,False,0.9439196781546667,False
qwen3vl_8b,habit_cfx_0207,002894_01,002894,S7414,ready,counterfactual,S7788,False,False,False,False,0.9439196781546667,False
qwen3vl_8b,habit_cfx_0208,002894_01,002894,S7414,ready,counterfactual,S8940,False,False,False,False,0.9439196781546667,False
qwen3vl_8b,habit_cfx_0209,002895_01,002895,S7414,early,counterfactual,S6759,False,False,False,False,0.09998402488102902,False
qwen3vl_8b,habit_cfx_0210,002895_01,002895,S7414,early,counterfactual,S7025,True,False,False,False,0.09998402488102902,False
qwen3vl_8b,habit_cfx_0211,002895_01,002895,S7414,early,counterfactual,S7788,False,False,False,False,0.09998402488102902,False
qwen3vl_8b,habit_cfx_0212,002895_01,002895,S7414,early,counterfactual,S8940,False,False,False,False,0.09998402488102902,False
qwen3vl_8b,habit_cfx_0213,002895_01,002895,S7414,ready,counterfactual,S6759,False,False,False,False,0.9469735732150207,False
qwen3vl_8b,habit_cfx_0214,002895_01,002895,S7414,ready,counterfactual,S7025,True,False,True,False,0.9469735732150207,False
qwen3vl_8b,habit_cfx_0215,002895_01,002895,S7414,ready,counterfactual,S7788,False,False,False,False,0.9469735732150207,False
qwen3vl_8b,habit_cfx_0216,002895_01,002895,S7414,ready,counterfactual,S8940,False,False,False,False,0.9469735732150207,False
qwen3vl_8b,habit_cfx_0217,002896_01,002896,S7414,early,counterfactual,S6759,False,False,False,False,0.09198282586988146,False
qwen3vl_8b,habit_cfx_0218,002896_01,002896,S7414,early,counterfactual,S7025,True,False,False,False,0.09198282586988146,False
qwen3vl_8b,habit_cfx_0219,002896_01,002896,S7414,early,counterfactual,S7788,False,False,False,False,0.09198282586988146,False
qwen3vl_8b,habit_cfx_0220,002896_01,002896,S7414,early,counterfactual,S8940,False,False,False,False,0.09198282586988146,False
qwen3vl_8b,habit_cfx_0221,002896_01,002896,S7414,ready,counterfactual,S6759,False,False,False,False,0.8218464134321105,False
qwen3vl_8b,habit_cfx_0222,002896_01,002896,S7414,ready,counterfactual,S7025,True,False,True,False,0.8218464134321105,False
qwen3vl_8b,habit_cfx_0223,002896_01,002896,S7414,ready,counterfactual,S7788,False,False,False,False,0.8218464134321105,False
qwen3vl_8b,habit_cfx_0224,002896_01,002896,S7414,ready,counterfactual,S8940,False,False,False,False,0.8218464134321105,False
qwen3vl_8b,habit_cfx_0225,002898_01,002898,S7414,early,counterfactual,S6759,False,False,False,False,0.09067443574199707,False
qwen3vl_8b,habit_cfx_0226,002898_01,002898,S7414,early,counterfactual,S7025,True,False,False,False,0.09067443574199707,False
qwen3vl_8b,habit_cfx_0227,002898_01,002898,S7414,early,counterfactual,S7788,False,False,False,False,0.09067443574199707,False
qwen3vl_8b,habit_cfx_0228,002898_01,002898,S7414,early,counterfactual,S8940,True,False,False,False,0.09067443574199707,False
qwen3vl_8b,habit_cfx_0229,002898_01,002898,S7414,ready,counterfactual,S6759,False,False,False,False,0.9099393990914546,False
qwen3vl_8b,habit_cfx_0230,002898_01,002898,S7414,ready,counterfactual,S7025,True,False,True,False,0.9099393990914546,False
qwen3vl_8b,habit_cfx_0231,002898_01,002898,S7414,ready,counterfactual,S7788,False,False,False,False,0.9099393990914546,False
qwen3vl_8b,habit_cfx_0232,002898_01,002898,S7414,ready,counterfactual,S8940,False,False,False,False,0.9099393990914546,False
qwen3vl_8b,habit_cfx_0233,002899_01,002899,S7414,early,counterfactual,S6759,False,False,False,False,0.09935265519841559,False
qwen3vl_8b,habit_cfx_0234,002899_01,002899,S7414,early,counterfactual,S7025,True,False,False,False,0.09935265519841559,False
qwen3vl_8b,habit_cfx_0235,002899_01,002899,S7414,early,counterfactual,S7788,False,False,False,False,0.09935265519841559,False
qwen3vl_8b,habit_cfx_0236,002899_01,002899,S7414,early,counterfactual,S8940,False,False,False,False,0.09935265519841559,False
qwen3vl_8b,habit_cfx_0237,002899_01,002899,S7414,ready,counterfactual,S6759,False,False,False,False,0.9297348387139566,False
qwen3vl_8b,habit_cfx_0238,002899_01,002899,S7414,ready,counterfactual,S7025,True,False,True,False,0.9297348387139566,False
qwen3vl_8b,habit_cfx_0239,002899_01,002899,S7414,ready,counterfactual,S7788,False,False,False,False,0.9297348387139566,False
qwen3vl_8b,habit_cfx_0240,002899_01,002899,S7414,ready,counterfactual,S8940,False,False,False,False,0.9297348387139566,False
qwen3vl_8b,habit_cfx_0241,008354_01,008354,S7788,early,counterfactual,S6759,False,False,False,False,0.2756970854754759,False
qwen3vl_8b,habit_cfx_0242,008354_01,008354,S7788,early,counterfactual,S7025,False,False,False,False,0.2756970854754759,False
qwen3vl_8b,habit_cfx_0243,008354_01,008354,S7788,early,counterfactual,S7414,False,False,False,False,0.2756970854754759,False
qwen3vl_8b,habit_cfx_0244,008354_01,008354,S7788,early,counterfactual,S8975,False,False,False,False,0.2756970854754759,False
qwen3vl_8b,habit_cfx_0245,008354_01,008354,S7788,ready,counterfactual,S6759,False,False,False,False,0.7106319191020816,False
qwen3vl_8b,habit_cfx_0246,008354_01,008354,S7788,ready,counterfactual,S7025,False,False,False,False,0.7106319191020816,False
qwen3vl_8b,habit_cfx_0247,008354_01,008354,S7788,ready,counterfactual,S7414,False,False,False,False,0.7106319191020816,False
qwen3vl_8b,habit_cfx_0248,008354_01,008354,S7788,ready,counterfactual,S8975,False,False,False,False,0.7106319191020816,False
qwen3vl_8b,habit_cfx_0249,008364_01,008364,S7788,early,counterfactual,S6759,False,False,False,False,0.4337464916931842,False
qwen3vl_8b,habit_cfx_0250,008364_01,008364,S7788,early,counterfactual,S7025,False,False,False,False,0.4337464916931842,False
qwen3vl_8b,habit_cfx_0251,008364_01,008364,S7788,early,counterfactual,S7414,False,False,False,False,0.4337464916931842,False
qwen3vl_8b,habit_cfx_0252,008364_01,008364,S7788,early,counterfactual,S8975,False,False,False,False,0.4337464916931842,False
qwen3vl_8b,habit_cfx_0253,008364_01,008364,S7788,ready,counterfactual,S6759,False,False,False,False,0.9093373452458308,False
qwen3vl_8b,habit_cfx_0254,008364_01,008364,S7788,ready,counterfactual,S7025,False,False,False,False,0.9093373452458308,False
qwen3vl_8b,habit_cfx_0255,008364_01,008364,S7788,ready,counterfactual,S7414,False,False,False,False,0.9093373452458308,False
qwen3vl_8b,habit_cfx_0256,008364_01,008364,S7788,ready,counterfactual,S8975,False,False,False,False,0.9093373452458308,False
qwen3vl_8b,habit_cfx_0257,008372_02,008372,S7788,early,counterfactual,S6759,False,False,False,False,0.5698434889308098,False
qwen3vl_8b,habit_cfx_0258,008372_02,008372,S7788,early,counterfactual,S7025,False,False,False,False,0.5698434889308098,False
qwen3vl_8b,habit_cfx_0259,008372_02,008372,S7788,early,counterfactual,S7414,False,False,False,False,0.5698434889308098,False
qwen3vl_8b,habit_cfx_0260,008372_02,008372,S7788,early,counterfactual,S8975,False,False,False,False,0.5698434889308098,False
qwen3vl_8b,habit_cfx_0261,008372_02,008372,S7788,ready,counterfactual,S6759,False,False,False,False,0.8293892339355269,False
qwen3vl_8b,habit_cfx_0262,008372_02,008372,S7788,ready,counterfactual,S7025,False,False,False,False,0.8293892339355269,False
qwen3vl_8b,habit_cfx_0263,008372_02,008372,S7788,ready,counterfactual,S7414,False,False,False,False,0.8293892339355269,False
qwen3vl_8b,habit_cfx_0264,008372_02,008372,S7788,ready,counterfactual,S8975,False,False,False,False,0.8293892339355269,False
qwen3vl_8b,habit_cfx_0265,008462_01,008462,S7788,early,counterfactual,S6759,False,False,False,False,0.352746657404116,False
qwen3vl_8b,habit_cfx_0266,008462_01,008462,S7788,early,counterfactual,S7025,False,False,False,False,0.352746657404116,False
qwen3vl_8b,habit_cfx_0267,008462_01,008462,S7788,early,counterfactual,S7414,False,False,False,False,0.352746657404116,False
qwen3vl_8b,habit_cfx_0268,008462_01,008462,S7788,early,counterfactual,S8975,False,False,False,False,0.352746657404116,False
qwen3vl_8b,habit_cfx_0269,008462_01,008462,S7788,ready,counterfactual,S6759,False,False,False,False,0.875546244241227,False
qwen3vl_8b,habit_cfx_0270,008462_01,008462,S7788,ready,counterfactual,S7025,False,False,False,False,0.875546244241227,False
qwen3vl_8b,habit_cfx_0271,008462_01,008462,S7788,ready,counterfactual,S7414,False,False,False,False,0.875546244241227,False
qwen3vl_8b,habit_cfx_0272,008462_01,008462,S7788,ready,counterfactual,S8975,False,False,False,False,0.875546244241227,False
qwen3vl_8b,habit_cfx_0273,008475_01,008475,S7788,early,counterfactual,S6759,False,False,False,False,0.2941236671573512,False
qwen3vl_8b,habit_cfx_0274,008475_01,008475,S7788,early,counterfactual,S7025,False,False,False,False,0.2941236671573512,False
qwen3vl_8b,habit_cfx_0275,008475_01,008475,S7788,early,counterfactual,S7414,False,False,False,False,0.2941236671573512,False
qwen3vl_8b,habit_cfx_0276,008475_01,008475,S7788,early,counterfactual,S8975,False,False,False,False,0.2941236671573512,False
qwen3vl_8b,habit_cfx_0277,008475_01,008475,S7788,ready,counterfactual,S6759,False,False,False,False,0.7734430440173119,False
qwen3vl_8b,habit_cfx_0278,008475_01,008475,S7788,ready,counterfactual,S7025,False,False,False,False,0.7734430440173119,False
qwen3vl_8b,habit_cfx_0279,008475_01,008475,S7788,ready,counterfactual,S7414,False,False,False,False,0.7734430440173119,False
qwen3vl_8b,habit_cfx_0280,008475_01,008475,S7788,ready,counterfactual,S8975,False,False,False,False,0.7734430440173119,False
qwen3vl_8b,habit_cfx_0281,008495_02,008495,S7788,early,counterfactual,S6759,False,False,False,False,0.4352436003562298,False
qwen3vl_8b,habit_cfx_0282,008495_02,008495,S7788,early,counterfactual,S7025,False,False,False,False,0.4352436003562298,False
qwen3vl_8b,habit_cfx_0283,008495_02,008495,S7788,early,counterfactual,S7414,False,False,False,False,0.4352436003562298,False
qwen3vl_8b,habit_cfx_0284,008495_02,008495,S7788,early,counterfactual,S8975,False,False,False,False,0.4352436003562298,False
qwen3vl_8b,habit_cfx_0285,008495_02,008495,S7788,ready,counterfactual,S6759,False,False,False,False,0.5999592899593257,False
qwen3vl_8b,habit_cfx_0286,008495_02,008495,S7788,ready,counterfactual,S7025,False,False,False,False,0.5999592899593257,False
qwen3vl_8b,habit_cfx_0287,008495_02,008495,S7788,ready,counterfactual,S7414,False,False,False,False,0.5999592899593257,False
qwen3vl_8b,habit_cfx_0288,008495_02,008495,S7788,ready,counterfactual,S8975,False,False,False,False,0.5999592899593257,False
qwen3vl_8b,habit_cfx_0289,008524_02,008524,S7788,early,counterfactual,S6759,False,False,False,False,0.30223392581451386,False
qwen3vl_8b,habit_cfx_0290,008524_02,008524,S7788,early,counterfactual,S7025,False,False,False,False,0.30223392581451386,False
qwen3vl_8b,habit_cfx_0291,008524_02,008524,S7788,early,counterfactual,S7414,False,False,False,False,0.30223392581451386,False
qwen3vl_8b,habit_cfx_0292,008524_02,008524,S7788,early,counterfactual,S8975,False,False,False,False,0.30223392581451386,False
qwen3vl_8b,habit_cfx_0293,008524_02,008524,S7788,ready,counterfactual,S6759,False,False,False,False,0.5059317025217817,False
qwen3vl_8b,habit_cfx_0294,008524_02,008524,S7788,ready,counterfactual,S7025,False,False,False,False,0.5059317025217817,False
qwen3vl_8b,habit_cfx_0295,008524_02,008524,S7788,ready,counterfactual,S7414,False,False,False,False,0.5059317025217817,False
qwen3vl_8b,habit_cfx_0296,008524_02,008524,S7788,ready,counterfactual,S8975,False,False,False,False,0.5059317025217817,False
qwen3vl_8b,habit_cfx_0297,009796_02,009796,S7788,early,counterfactual,S6759,False,False,False,False,0.1418504191278284,False
qwen3vl_8b,habit_cfx_0298,009796_02,009796,S7788,early,counterfactual,S7025,False,False,False,False,0.1418504191278284,False
qwen3vl_8b,habit_cfx_0299,009796_02,009796,S7788,early,counterfactual,S7414,False,False,False,False,0.1418504191278284,False
qwen3vl_8b,habit_cfx_0300,009796_02,009796,S7788,early,counterfactual,S8975,False,False,False,False,0.1418504191278284,False
qwen3vl_8b,habit_cfx_0301,009796_02,009796,S7788,ready,counterfactual,S6759,False,False,False,False,0.4523197288687617,False
qwen3vl_8b,habit_cfx_0302,009796_02,009796,S7788,ready,counterfactual,S7025,False,False,False,False,0.4523197288687617,False
qwen3vl_8b,habit_cfx_0303,009796_02,009796,S7788,ready,counterfactual,S7414,False,False,False,False,0.4523197288687617,False
qwen3vl_8b,habit_cfx_0304,009796_02,009796,S7788,ready,counterfactual,S8975,False,False,False,False,0.4523197288687617,False
qwen3vl_8b,habit_cfx_0305,009797_02,009797,S7788,early,counterfactual,S6759,False,False,False,False,0.12301382169682357,False
qwen3vl_8b,habit_cfx_0306,009797_02,009797,S7788,early,counterfactual,S7025,False,False,False,False,0.12301382169682357,False
qwen3vl_8b,habit_cfx_0307,009797_02,009797,S7788,early,counterfactual,S7414,False,False,False,False,0.12301382169682357,False
qwen3vl_8b,habit_cfx_0308,009797_02,009797,S7788,early,counterfactual,S8975,False,False,False,False,0.12301382169682357,False
qwen3vl_8b,habit_cfx_0309,009797_02,009797,S7788,ready,counterfactual,S6759,False,False,False,False,0.17972383020721805,False
qwen3vl_8b,habit_cfx_0310,009797_02,009797,S7788,ready,counterfactual,S7025,False,False,False,False,0.17972383020721805,False
qwen3vl_8b,habit_cfx_0311,009797_02,009797,S7788,ready,counterfactual,S7414,False,False,False,False,0.17972383020721805,False
qwen3vl_8b,habit_cfx_0312,009797_02,009797,S7788,ready,counterfactual,S8975,False,False,False,False,0.17972383020721805,False
qwen3vl_8b,habit_cfx_0313,009801_02,009801,S7788,early,counterfactual,S6759,False,False,False,False,0.1370770066018925,False
qwen3vl_8b,habit_cfx_0314,009801_02,009801,S7788,early,counterfactual,S7025,False,False,False,False,0.1370770066018925,False
qwen3vl_8b,habit_cfx_0315,009801_02,009801,S7788,early,counterfactual,S7414,False,False,False,False,0.1370770066018925,False
qwen3vl_8b,habit_cfx_0316,009801_02,009801,S7788,early,counterfactual,S8975,False,False,False,False,0.1370770066018925,False
qwen3vl_8b,habit_cfx_0317,009801_02,009801,S7788,ready,counterfactual,S6759,False,False,False,False,0.09278854646302195,False
qwen3vl_8b,habit_cfx_0318,009801_02,009801,S7788,ready,counterfactual,S7025,False,False,False,False,0.09278854646302195,False
qwen3vl_8b,habit_cfx_0319,009801_02,009801,S7788,ready,counterfactual,S7414,False,False,False,False,0.09278854646302195,False
qwen3vl_8b,habit_cfx_0320,009801_02,009801,S7788,ready,counterfactual,S8975,False,False,False,False,0.09278854646302195,False
qwen3vl_8b,habit_cfx_0321,007309_01,007309,S8940,early,counterfactual,S6759,False,False,False,False,0.15362660860230165,False
qwen3vl_8b,habit_cfx_0322,007309_01,007309,S8940,early,counterfactual,S7414,False,False,False,False,0.15362660860230165,False
qwen3vl_8b,habit_cfx_0323,007309_01,007309,S8940,early,counterfactual,S7788,False,False,False,False,0.15362660860230165,False
qwen3vl_8b,habit_cfx_0324,007309_01,007309,S8940,early,counterfactual,S8975,False,False,False,False,0.15362660860230165,False
qwen3vl_8b,habit_cfx_0325,007309_01,007309,S8940,ready,counterfactual,S6759,False,False,False,False,0.8802933259424847,False
qwen3vl_8b,habit_cfx_0326,007309_01,007309,S8940,ready,counterfactual,S7414,True,False,True,False,0.8802933259424847,False
qwen3vl_8b,habit_cfx_0327,007309_01,007309,S8940,ready,counterfactual,S7788,False,False,False,False,0.8802933259424847,False
qwen3vl_8b,habit_cfx_0328,007309_01,007309,S8940,ready,counterfactual,S8975,False,False,False,False,0.8802933259424847,False
qwen3vl_8b,habit_cfx_0329,007310_01,007310,S8940,early,counterfactual,S6759,False,False,False,False,0.09064752451156366,False
qwen3vl_8b,habit_cfx_0330,007310_01,007310,S8940,early,counterfactual,S7414,False,False,False,False,0.09064752451156366,False
qwen3vl_8b,habit_cfx_0331,007310_01,007310,S8940,early,counterfactual,S7788,False,False,False,False,0.09064752451156366,False
qwen3vl_8b,habit_cfx_0332,007310_01,007310,S8940,early,counterfactual,S8975,False,False,False,False,0.09064752451156366,False
qwen3vl_8b,habit_cfx_0333,007310_01,007310,S8940,ready,counterfactual,S6759,False,False,False,False,0.8393579383379276,False
qwen3vl_8b,habit_cfx_0334,007310_01,007310,S8940,ready,counterfactual,S7414,False,False,False,False,0.8393579383379276,False
qwen3vl_8b,habit_cfx_0335,007310_01,007310,S8940,ready,counterfactual,S7788,False,False,False,False,0.8393579383379276,False
qwen3vl_8b,habit_cfx_0336,007310_01,007310,S8940,ready,counterfactual,S8975,False,False,False,False,0.8393579383379276,False
qwen3vl_8b,habit_cfx_0337,007312_01,007312,S8940,early,counterfactual,S6759,False,False,False,False,0.08678174114717235,False
qwen3vl_8b,habit_cfx_0338,007312_01,007312,S8940,early,counterfactual,S7414,False,False,False,False,0.08678174114717235,False
qwen3vl_8b,habit_cfx_0339,007312_01,007312,S8940,early,counterfactual,S7788,False,False,False,False,0.08678174114717235,False
qwen3vl_8b,habit_cfx_0340,007312_01,007312,S8940,early,counterfactual,S8975,False,False,False,False,0.08678174114717235,False
qwen3vl_8b,habit_cfx_0341,007312_01,007312,S8940,ready,counterfactual,S6759,False,False,False,False,0.8848110689785276,False
qwen3vl_8b,habit_cfx_0342,007312_01,007312,S8940,ready,counterfactual,S7414,False,False,False,False,0.8848110689785276,False
qwen3vl_8b,habit_cfx_0343,007312_01,007312,S8940,ready,counterfactual,S7788,False,False,False,False,0.8848110689785276,False
qwen3vl_8b,habit_cfx_0344,007312_01,007312,S8940,ready,counterfactual,S8975,False,False,False,False,0.8848110689785276,False
qwen3vl_8b,habit_cfx_0345,007313_01,007313,S8940,early,counterfactual,S6759,False,False,False,False,0.09920401601832542,False
qwen3vl_8b,habit_cfx_0346,007313_01,007313,S8940,early,counterfactual,S7414,False,False,False,False,0.09920401601832542,False
qwen3vl_8b,habit_cfx_0347,007313_01,007313,S8940,early,counterfactual,S7788,False,False,False,False,0.09920401601832542,False
qwen3vl_8b,habit_cfx_0348,007313_01,007313,S8940,early,counterfactual,S8975,False,False,False,False,0.09920401601832542,False
qwen3vl_8b,habit_cfx_0349,007313_01,007313,S8940,ready,counterfactual,S6759,False,False,False,False,0.9073147454776027,False
qwen3vl_8b,habit_cfx_0350,007313_01,007313,S8940,ready,counterfactual,S7414,True,False,True,False,0.9073147454776027,False
qwen3vl_8b,habit_cfx_0351,007313_01,007313,S8940,ready,counterfactual,S7788,False,False,False,False,0.9073147454776027,False
qwen3vl_8b,habit_cfx_0352,007313_01,007313,S8940,ready,counterfactual,S8975,False,False,False,False,0.9073147454776027,False
qwen3vl_8b,habit_cfx_0353,007314_01,007314,S8940,early,counterfactual,S6759,False,False,False,False,0.09078680373478579,False
qwen3vl_8b,habit_cfx_0354,007314_01,007314,S8940,early,counterfactual,S7414,False,False,False,False,0.09078680373478579,False
qwen3vl_8b,habit_cfx_0355,007314_01,007314,S8940,early,counterfactual,S7788,False,False,False,False,0.09078680373478579,False
qwen3vl_8b,habit_cfx_0356,007314_01,007314,S8940,early,counterfactual,S8975,False,False,False,False,0.09078680373478579,False
qwen3vl_8b,habit_cfx_0357,007314_01,007314,S8940,ready,counterfactual,S6759,False,False,False,False,0.8876257132372228,False
qwen3vl_8b,habit_cfx_0358,007314_01,007314,S8940,ready,counterfactual,S7414,False,False,False,False,0.8876257132372228,False
qwen3vl_8b,habit_cfx_0359,007314_01,007314,S8940,ready,counterfactual,S7788,False,False,False,False,0.8876257132372228,False
qwen3vl_8b,habit_cfx_0360,007314_01,007314,S8940,ready,counterfactual,S8975,False,False,False,False,0.8876257132372228,False
qwen3vl_8b,habit_cfx_0361,007315_01,007315,S8940,early,counterfactual,S6759,False,False,False,False,0.1384753344730794,False
qwen3vl_8b,habit_cfx_0362,007315_01,007315,S8940,early,counterfactual,S7414,False,False,False,False,0.1384753344730794,False
qwen3vl_8b,habit_cfx_0363,007315_01,007315,S8940,early,counterfactual,S7788,False,False,False,False,0.1384753344730794,False
qwen3vl_8b,habit_cfx_0364,007315_01,007315,S8940,early,counterfactual,S8975,False,False,False,False,0.1384753344730794,False
qwen3vl_8b,habit_cfx_0365,007315_01,007315,S8940,ready,counterfactual,S6759,False,False,False,False,0.836361134028381,False
qwen3vl_8b,habit_cfx_0366,007315_01,007315,S8940,ready,counterfactual,S7414,True,False,True,False,0.836361134028381,False
qwen3vl_8b,habit_cfx_0367,007315_01,007315,S8940,ready,counterfactual,S7788,False,False,False,False,0.836361134028381,False
qwen3vl_8b,habit_cfx_0368,007315_01,007315,S8940,ready,counterfactual,S8975,False,False,False,False,0.836361134028381,False
qwen3vl_8b,habit_cfx_0369,007316_01,007316,S8940,early,counterfactual,S6759,False,False,False,False,0.07805624052736453,False
qwen3vl_8b,habit_cfx_0370,007316_01,007316,S8940,early,counterfactual,S7414,False,False,False,False,0.07805624052736453,False
qwen3vl_8b,habit_cfx_0371,007316_01,007316,S8940,early,counterfactual,S7788,False,False,False,False,0.07805624052736453,False
qwen3vl_8b,habit_cfx_0372,007316_01,007316,S8940,early,counterfactual,S8975,False,False,False,False,0.07805624052736453,False
qwen3vl_8b,habit_cfx_0373,007316_01,007316,S8940,ready,counterfactual,S6759,False,False,False,False,0.9328541876769552,False
qwen3vl_8b,habit_cfx_0374,007316_01,007316,S8940,ready,counterfactual,S7414,False,False,False,False,0.9328541876769552,False
qwen3vl_8b,habit_cfx_0375,007316_01,007316,S8940,ready,counterfactual,S7788,False,False,False,False,0.9328541876769552,False
qwen3vl_8b,habit_cfx_0376,007316_01,007316,S8940,ready,counterfactual,S8975,False,False,False,False,0.9328541876769552,False
qwen3vl_8b,habit_cfx_0377,007317_01,007317,S8940,early,counterfactual,S6759,False,False,False,False,0.03390499846130472,False
qwen3vl_8b,habit_cfx_0378,007317_01,007317,S8940,early,counterfactual,S7414,False,False,False,False,0.03390499846130472,False
qwen3vl_8b,habit_cfx_0379,007317_01,007317,S8940,early,counterfactual,S7788,False,False,False,False,0.03390499846130472,False
qwen3vl_8b,habit_cfx_0380,007317_01,007317,S8940,early,counterfactual,S8975,False,False,False,False,0.03390499846130472,False
qwen3vl_8b,habit_cfx_0381,007317_01,007317,S8940,ready,counterfactual,S6759,False,False,False,False,0.8892940608877898,False
qwen3vl_8b,habit_cfx_0382,007317_01,007317,S8940,ready,counterfactual,S7414,True,False,True,False,0.8892940608877898,False
